UniProt,Keywords
P35439,"['3D-structure', 'Alternative splicing', 'Calcium', 'Cell membrane', 'Disulfide bond', 'Glycoprotein', 'Ion channel', 'Ion transport', 'Ligand-gated ion channel', 'Magnesium', 'Membrane', 'Phosphoprotein', 'Postsynaptic cell membrane', 'Receptor', 'Reference proteome', 'Signal', 'Synapse', 'Transmembrane', 'Transmembrane helix', 'Transport']"
P08913,"['3D-structure', 'Cell membrane', 'Direct protein sequencing', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Methylation', 'Palmitate', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P30518,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Diabetes insipidus', 'Disease variant', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
Q92847,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Disease variant', 'Disulfide bond', 'Dwarfism', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P22002,"['3D-structure', 'Alternative splicing', 'Calcium', 'Calcium channel', 'Calcium transport', 'Calmodulin-binding', 'Cell membrane', 'Cell projection', 'Disulfide bond', 'Glycoprotein', 'Ion channel', 'Ion transport', 'Membrane', 'Metal-binding', 'Phosphoprotein', 'Postsynaptic cell membrane', 'Reference proteome', 'Repeat', 'Synapse', 'Transmembrane', 'Transmembrane helix', 'Transport', 'Voltage-gated channel']"
P35367,"['3D-structure', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P14416,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Disease variant', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Golgi apparatus', 'Lipoprotein', 'Membrane', 'Palmitate', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P03372,"['3D-structure', 'Activator', 'Alternative promoter usage', 'Alternative splicing', 'Cell membrane', 'Cytoplasm', 'Direct protein sequencing', 'Disease variant', 'DNA-binding', 'Glycoprotein', 'Golgi apparatus', 'Lipid-binding', 'Lipoprotein', 'Membrane', 'Metal-binding', 'Methylation', 'Nucleus', 'Palmitate', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Steroid-binding', 'Transcription', 'Transcription regulation', 'Transmembrane', 'Ubl conjugation', 'Zinc', 'Zinc-finger']"
P21556,"['Cell membrane', 'Chemotaxis', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
Q14432,"['3D-structure', 'cAMP', 'cGMP', 'Cytoplasm', 'Direct protein sequencing', 'Disease variant', 'Hydrolase', 'Isopeptide bond', 'Manganese', 'Membrane', 'Metal-binding', 'Phosphoprotein', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation']"
P41968,"['3D-structure', 'Biological rhythms', 'Cell membrane', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P02791,"['3D-structure', 'Acetylation', 'Direct protein sequencing', 'Iron', 'Iron storage', 'Metal-binding', 'Reference proteome']"
P08397,"['3D-structure', 'Acetylation', 'Alternative splicing', 'Cytoplasm', 'Direct protein sequencing', 'Disease variant', 'Heme biosynthesis', 'Phosphoprotein', 'Porphyrin biosynthesis', 'Reference proteome', 'Transferase']"
P06401,"['3D-structure', 'Alternative promoter usage', 'Alternative splicing', 'Cytoplasm', 'Direct protein sequencing', 'DNA-binding', 'Isopeptide bond', 'Lipid-binding', 'Lipoprotein', 'Membrane', 'Metal-binding', 'Mitochondrion', 'Mitochondrion outer membrane', 'Nucleus', 'Palmitate', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Steroid-binding', 'Transcription', 'Transcription regulation', 'Ubl conjugation', 'Zinc', 'Zinc-finger']"
P62813,"['3D-structure', 'Cell membrane', 'Chloride', 'Chloride channel', 'Cytoplasmic vesicle', 'Disulfide bond', 'Glycoprotein', 'Ion channel', 'Ion transport', 'Ligand-gated ion channel', 'Membrane', 'Postsynaptic cell membrane', 'Receptor', 'Reference proteome', 'Signal', 'Synapse', 'Transmembrane', 'Transmembrane helix', 'Transport']"
O75496,"['3D-structure', 'Acetylation', 'Cell cycle', 'Coiled coil', 'Cytoplasm', 'Disease variant', 'DNA replication inhibitor', 'Dwarfism', 'Nucleus', 'Phosphoprotein', 'Reference proteome']"
P18825,"['3D-structure', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P28223,"['3D-structure', 'Alternative splicing', 'Behavior', 'Cell membrane', 'Cell projection', 'Cytoplasmic vesicle', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Host cell receptor for virus entry', 'Host-virus interaction', 'Membrane', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Synapse', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P18089,"['3D-structure', 'Cell membrane', 'Disulfide bond', 'Epilepsy', 'G-protein coupled receptor', 'Lipoprotein', 'Membrane', 'Palmitate', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
Q13822,"['3D-structure', 'Alternative splicing', 'Calcium', 'Chemotaxis', 'Cleavage on pair of basic residues', 'Direct protein sequencing', 'Disulfide bond', 'Glycoprotein', 'Hydrolase', 'Lipid degradation', 'Lipid metabolism', 'Metal-binding', 'Obesity', 'Reference proteome', 'Repeat', 'Secreted', 'Signal', 'Zinc']"
P25779,"['3D-structure', 'Autocatalytic cleavage', 'Direct protein sequencing', 'Disulfide bond', 'Glycoprotein', 'Hydrolase', 'Protease', 'Signal', 'Thiol protease', 'Zymogen']"
Q9Y6L6,"['3D-structure', 'Cell membrane', 'Disulfide bond', 'Glycoprotein', 'Ion transport', 'Lipid transport', 'Membrane', 'Phosphoprotein', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Transport']"
P25929,"['3D-structure', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P32239,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P08172,"['3D-structure', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Phosphoprotein', 'Postsynaptic cell membrane', 'Receptor', 'Reference proteome', 'Synapse', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
Q12809,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Deafness', 'Disease variant', 'Glycoprotein', 'Ion channel', 'Ion transport', 'Long QT syndrome', 'Membrane', 'Methylation', 'Phosphoprotein', 'Potassium', 'Potassium channel', 'Potassium transport', 'Reference proteome', 'Short QT syndrome', 'Transmembrane', 'Transmembrane helix', 'Transport', 'Voltage-gated channel']"
P21554,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Cell projection', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Mitochondrion', 'Mitochondrion outer membrane', 'Neurodegeneration', 'Obesity', 'Palmitate', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Synapse', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P15207,"['3D-structure', 'Cytoplasm', 'Disease variant', 'DNA-binding', 'Isopeptide bond', 'Lipid-binding', 'Lipoprotein', 'Metal-binding', 'Nucleus', 'Palmitate', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Steroid-binding', 'Transcription', 'Transcription regulation', 'Ubl conjugation', 'Zinc', 'Zinc-finger']"
Q63921,"['Dioxygenase', 'Disulfide bond', 'EGF-like domain', 'Endoplasmic reticulum', 'Fatty acid biosynthesis', 'Fatty acid metabolism', 'Glycoprotein', 'Heme', 'Iron', 'Lipid biosynthesis', 'Lipid metabolism', 'Membrane', 'Metal-binding', 'Microsome', 'Oxidoreductase', 'Peroxidase', 'Prostaglandin biosynthesis', 'Prostaglandin metabolism', 'Reference proteome', 'Signal']"
P35354,"['3D-structure', 'Acetylation', 'Dioxygenase', 'Disulfide bond', 'Endoplasmic reticulum', 'Fatty acid biosynthesis', 'Fatty acid metabolism', 'Glycoprotein', 'Heme', 'Iron', 'Lipid biosynthesis', 'Lipid metabolism', 'Membrane', 'Metal-binding', 'Microsome', 'Nucleus', 'Oxidoreductase', 'Peroxidase', 'Prostaglandin biosynthesis', 'Prostaglandin metabolism', 'Reference proteome', 'S-nitrosylation', 'Signal']"
P33261,"['3D-structure', 'Direct protein sequencing', 'Endoplasmic reticulum', 'Fatty acid metabolism', 'Heme', 'Iron', 'Lipid metabolism', 'Membrane', 'Metal-binding', 'Microsome', 'Monooxygenase', 'NADP', 'Oxidoreductase', 'Reference proteome']"
Q92830,"['3D-structure', 'Acetylation', 'Acyltransferase', 'Alternative splicing', 'Bromodomain', 'Chromosome', 'Cytoplasm', 'Cytoskeleton', 'Host-virus interaction', 'Isopeptide bond', 'Nucleus', 'Phosphoprotein', 'Reference proteome', 'Transcription', 'Transcription regulation', 'Transferase', 'Ubl conjugation']"
P0CP75,"['Glycoprotein', 'Hydrolase', 'Lipid degradation', 'Lipid metabolism', 'Secreted', 'Signal']"
P35348,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Cytoplasm', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Nucleus', 'Palmitate', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
O43193,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
Q08499,"['3D-structure', 'Alternative splicing', 'cAMP', 'Cell membrane', 'Cytoplasm', 'Cytoskeleton', 'Disease variant', 'Hydrolase', 'Isopeptide bond', 'Manganese', 'Membrane', 'Metal-binding', 'Phosphoprotein', 'Reference proteome', 'Ubl conjugation', 'Zinc']"
P06493,"['3D-structure', 'Acetylation', 'Alternative splicing', 'Apoptosis', 'ATP-binding', 'Biological rhythms', 'Cell cycle', 'Cell division', 'Cytoplasm', 'Cytoskeleton', 'Host cell receptor for virus entry', 'Host-virus interaction', 'Isopeptide bond', 'Kinase', 'Mitochondrion', 'Mitosis', 'Nucleotide-binding', 'Nucleus', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Serine/threonine-protein kinase', 'Transferase', 'Ubl conjugation']"
P37288,"['3D-structure', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P07550,"['3D-structure', 'Cell membrane', 'Disulfide bond', 'Endosome', 'G-protein coupled receptor', 'Glycoprotein', 'Golgi apparatus', 'Hydroxylation', 'Lipoprotein', 'Membrane', 'Palmitate', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation']"
Q9Y5N1,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
Q99808,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Direct protein sequencing', 'Glycoprotein', 'Membrane', 'Phosphoprotein', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Transport']"
P04150,"['3D-structure', 'Acetylation', 'Alternative initiation', 'Alternative splicing', 'Apoptosis', 'Cell cycle', 'Cell division', 'Chromatin regulator', 'Chromosome partition', 'Cytoplasm', 'Cytoskeleton', 'Disease variant', 'DNA-binding', 'Isopeptide bond', 'Lipid-binding', 'Metal-binding', 'Methylation', 'Mitochondrion', 'Mitosis', 'Nucleus', 'Phosphoprotein', 'Pseudohermaphroditism', 'Receptor', 'Reference proteome', 'RNA-binding', 'Steroid-binding', 'Transcription', 'Transcription regulation', 'Ubl conjugation', 'Zinc', 'Zinc-finger']"
Q01959,"['Cell membrane', 'Cell projection', 'Disease variant', 'Disulfide bond', 'Dystonia', 'Glycoprotein', 'Membrane', 'Metal-binding', 'Neurodegeneration', 'Neurotransmitter transport', 'Parkinsonism', 'Reference proteome', 'Sodium', 'Symport', 'Transmembrane', 'Transmembrane helix', 'Transport']"
P08659,"['3D-structure', 'ATP-binding', 'Luminescence', 'Magnesium', 'Metal-binding', 'Monooxygenase', 'Nucleotide-binding', 'Oxidoreductase', 'Peroxisome', 'Photoprotein']"
Q9NPD5,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Disulfide bond', 'Glycoprotein', 'Ion transport', 'Lipid transport', 'Membrane', 'Phosphoprotein', 'Protease inhibitor', 'Reference proteome', 'Serine protease inhibitor', 'Transmembrane', 'Transmembrane helix', 'Transport']"
P29274,"['3D-structure', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation']"
P21728,"['3D-structure', 'Cell membrane', 'Cell projection', 'Disulfide bond', 'Endoplasmic reticulum', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Receptor', 'Reference proteome', 'Synapse', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P41595,"['3D-structure', 'Behavior', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Receptor', 'Reference proteome', 'Synapse', 'Synaptosome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
Q548M1,"['3D-structure', 'ATP-binding', 'Calcium', 'Chaperone', 'Cytoplasm', 'Isomerase', 'Metal-binding', 'Nucleotide-binding']"
P10635,"['3D-structure', 'Alternative splicing', 'Cholesterol metabolism', 'Endoplasmic reticulum', 'Fatty acid metabolism', 'Heme', 'Iron', 'Lipid metabolism', 'Membrane', 'Metal-binding', 'Microsome', 'Monooxygenase', 'Oxidoreductase', 'Reference proteome', 'Steroid metabolism', 'Sterol metabolism']"
P43681,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Disease variant', 'Disulfide bond', 'Epilepsy', 'Glycoprotein', 'Ion channel', 'Ion transport', 'Ligand-gated ion channel', 'Lipoprotein', 'Membrane', 'Palmitate', 'Phosphoprotein', 'Postsynaptic cell membrane', 'Receptor', 'Reference proteome', 'Signal', 'Synapse', 'Transmembrane', 'Transmembrane helix', 'Transport']"
P28335,"['3D-structure', 'Alternative splicing', 'Behavior', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Receptor', 'Reference proteome', 'RNA editing', 'Signal', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
Q9UBN7,"['3D-structure', 'Actin-binding', 'Alternative splicing', 'Autophagy', 'Cell projection', 'Chromatin regulator', 'Cytoplasm', 'Cytoskeleton', 'Hydrolase', 'Metal-binding', 'Methylation', 'Nucleus', 'Phosphoprotein', 'Reference proteome', 'Repeat', 'Repressor', 'Transcription', 'Transcription regulation', 'Ubl conjugation', 'Zinc', 'Zinc-finger']"
Q96GD4,"['3D-structure', 'Acetylation', 'Alternative splicing', 'ATP-binding', 'Cell cycle', 'Cell division', 'Centromere', 'Chromosome', 'Cytoplasm', 'Cytoskeleton', 'Kinase', 'Kinetochore', 'Mitosis', 'Nucleotide-binding', 'Nucleus', 'Phosphoprotein', 'Reference proteome', 'Serine/threonine-protein kinase', 'Transferase', 'Ubl conjugation']"
P30304,"['3D-structure', 'Alternative splicing', 'Cell cycle', 'Cell division', 'Hydrolase', 'Mitosis', 'Phosphoprotein', 'Protein phosphatase', 'Reference proteome', 'Ubl conjugation']"
P19020,"['Alternative splicing', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P19327,"['Behavior', 'Cell membrane', 'Cell projection', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P43140,"['Cell membrane', 'Cytoplasm', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Nucleus', 'Palmitate', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P18901,"['Cell membrane', 'Cell projection', 'Disulfide bond', 'Endoplasmic reticulum', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Receptor', 'Reference proteome', 'Synapse', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P25115,"['Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P61169,"['Alternative splicing', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Golgi apparatus', 'Lipoprotein', 'Membrane', 'Palmitate', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P15823,"['Cell membrane', 'Cytoplasm', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Nucleus', 'Palmitate', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P08908,"['3D-structure', 'Behavior', 'Cell membrane', 'Cell projection', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P28223,"['3D-structure', 'Alternative splicing', 'Behavior', 'Cell membrane', 'Cell projection', 'Cytoplasmic vesicle', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Host cell receptor for virus entry', 'Host-virus interaction', 'Membrane', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Synapse', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P14416,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Disease variant', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Golgi apparatus', 'Lipoprotein', 'Membrane', 'Palmitate', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
